VIN,accident,body_style,damage,drive_type,engine,ext_color,fuel,int_color,location,mileage,one_owner,personal,price,service,transmission,name,make,model,trim,special
4JGBB8GB5BA735705,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.5 L,Blue,Gasoline,Black,"Springfield Gardens, NY ","80,567",Previous owners,Service history records,"13,999.00",At least 1 open recall,Automatic,2011,Mercedes-Benz,M-Class ML,350,
1GNKVGED5CJ174991,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.6 L,Silver,Gasoline,Unspecified,"West Caldwell, NJ ","75,661",CARFAX 1-Owner vehicle,Personal vehicle,"14,361.00",Service history records,Automatic,2012,Chevrolet,Traverse LT,LT1,
5J6RE4H36BL011806,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,4 Cyl 2.4 L,Gray,Gasoline,Unspecified,"Englewood, NJ ","30,138",CARFAX 1-Owner vehicle,Service history records,"13,980.00",At least 1 open recall,Automatic,2011,Honda,CR-V LX,,
4F2CZ02Z68KM03480,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.3 L,Burgundy,Gasoline,Tan,"Paterson, NJ ","129,532",Previous owners,"Types of owners: Rental, Personal","3,995.00",Service history records,Automatic,2008,Mazda,Tribute Sport,,
WAUDF48H88K008460,No accidents reported to CARFAX,Convertible,No other damage reported to CARFAX,AWD,4 Cyl 2.0 L,Black,Gasoline,Tan,"Freeport, NY ","42,677",Previous owners,Service history records,"7,995.00",At least 1 open recall,Automatic,2008,Audi,A4 ,,
3GNFK12358G235560,No accidents reported to CARFAX,SUV,Other damage reported,4WD,8 Cyl 5.3 L,Blue,Flexible-Fuel,Gray,"Totowa, NJ ","110,476",Previous owners,Service history records,"12,995.00",At least 1 open recall,Automatic,2008,Chevrolet,Avalanche,1500 LTZ,
KMHD35LH2GU292577,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Gasoline,Tan,"Monmouth Junction, NJ ","8,766",CARFAX 1-Owner vehicle,Personal vehicle,"14,463.00",Service history records,Automatic,2016,Hyundai,Elantra GT,,
5GALVBEDXAJ215890,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.6 L,Silver,Gasoline,Black,"West Nyack, NY ","132,931",CARFAX 1-Owner vehicle,Personal vehicle,"11,995.00",Service history records,Automatic,2010,Buick,Enclave CXL,,
1GKS2AE08BR354966,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,8 Cyl 5.3 L,Black,Flexible-Fuel,Unspecified,"Brooklyn, NY ","140,179",CARFAX 1-Owner vehicle,Personal vehicle,"14,999.00",Service history records,Automatic,2011,GMC,Yukon SLE,,
JTDKN3DU9F1945220,Accident reported,Hatchback,Other damage reported,FWD,4 Cyl 1.8 L,White,Hybrid,Gray,"Floral Park, NY ","65,653",CARFAX 1-Owner vehicle,Commercial vehicle,"12,888.00",Service history records,Automatic,2015,Toyota,Prius Persona,Series,
1G11C5SA9DU138187,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Silver,Gasoline,Black,"Hasbrouck Heights, NJ ","133,834",Previous owners,"Types of owners: Rental, Personal","6,999.00",Service history records,Automatic,2013,Chevrolet,Malibu LT,LT1,
2G1WT57KX91107413,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Black,Flexible-Fuel,Black,"Westfield, NJ ","155,364",Previous owners,Service history records,"3,995.00",At least 1 open recall,Automatic,2009,Chevrolet,Impala LT,LT1,
JHLRD78846C004139,Accident reported,SUV,Previous owners,4WD,4 Cyl 2.4 L,Blue,Gasoline,Black,"Freeport, NY ","149,929",At least 1 open recall,"Types of owners: Personal lease, Personal","4,995.00",Service history records,Automatic,2006,Honda,CR-V EX,,
4JGCB6FE3BA117481,No accidents reported to CARFAX,SUV,Other damage reported,AWD,6 Cyl 3.5 L,Blue,Gasoline,Tan,"Mountain Lakes, NJ ","114,603",Previous owners,Service history records,"9,995.00",At least 1 open recall,Automatic,2011,Mercedes-Benz,R-Class R,350,
5GAKVCED3BJ315266,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.6 L,Red,Gasoline,Tan,"Paterson, NJ ","105,775",CARFAX 1-Owner vehicle,Personal vehicle,"13,999.00",Service history records,Automatic,2011,Buick,Enclave CXL,CXL-2,
1D3HV18P69S760261,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,4WD,8 Cyl 4.7 L,Beige,Gasoline,Unspecified,"Hasbrouck Heights, NJ ","138,650",CARFAX 1-Owner vehicle,Service history records,"11,995.00",At least 1 open recall,Automatic,2009,Dodge,Ram,1500 SLT,
5J6RM4H3XDL070623,Accident reported,SUV,Previous owners,AWD,4 Cyl 2.4 L,White,Gasoline,Unspecified,"Hicksville, NY ","44,649",Service history records,Last owned in New York,"14,189.00","Types of owners: Personal lease, Personal",Automatic,2013,Honda,CR-V LX,,
KNAGM4A79C5287834,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Black,Gasoline,Tan,"East Windsor, NJ ","81,955",CARFAX 1-Owner vehicle,Personal vehicle,"8,295.00",Service history records,Automatic,2012,Kia,Optima LX,,
JTJBT20XX40057057,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,8 Cyl 4.7 L,Blue,Gasoline,Gray,"Avenel, NJ ","129,211",Previous owners,Service history records,"8,902.00",At least 1 open recall,Automatic,2004,Lexus,GX 470,,
1C3CDZCB8DN588245,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Silver,Gasoline,Black,"Jamaica, NY ","81,999",CARFAX 1-Owner vehicle,Service history records,"7,995.00",At least 1 open recall,Automatic,2013,Dodge,Avenger SXT,,
1HGCP26328A060455,Accident reported,Sedan,Previous owners,FWD,4 Cyl 2.4 L,Black,Gasoline,Tan,"Sussex, NJ ","140,767",At least 1 open recall,"Types of owners: Personal lease, Personal","5,000.00",Service history records,Automatic,2008,Honda,Accord LX,,
1VWAT7A32FC005119,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,White,Gasoline,Black,"Ramsey, NJ ","34,885",CARFAX 1-Owner vehicle,Service history records,"12,987.00",VW WorldAuto Certified Pre-Owned,Automatic,2015,Volkswagen,Passat Wolfsburg,Edition,
1D3HV18P59S803424,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,4WD,8 Cyl 4.7 L,Black,Gasoline,Unspecified,"Hasbrouck Heights, NJ ","106,113",Previous owners,Service history records,"11,995.00",At least 1 open recall,Automatic,2009,Dodge,Ram,1500 SLT,
1FM5K8D88DGA77884,Accident reported,SUV,Previous owners,4WD,6 Cyl 3.5 L,Brown,Gasoline,Tan,"Bronx, NY ","100,334",At least 1 open recall,"Types of owners: Personal, Personal lease","13,995.00",Service history records,Automatic,2013,Ford,Explorer XLT,,
1FTRX14W05NB66827,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,4WD,8 Cyl 4.6 L,Gray,Gasoline,Unspecified,"Hasbrouck Heights, NJ ","166,576",Previous owners,Commercial vehicle,"5,999.00",Service history records,Automatic,2005,Ford,F-150 STX,,
JN8AZ1MW1AW108435,Accident reported,SUV,Previous owners,AWD,6 Cyl 3.5 L,Red,Gasoline,Tan,"Ringwood, NJ ","65,576",Service history records,Last owned in New Jersey,"9,995.00","Types of owners: Personal lease, Personal",Automatic,2010,Nissan,Murano S,,
3N1AB7AP9HY209695,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Patchogue, NY ","12,286",CARFAX 1-Owner vehicle,Service history records,"13,900.00",Nissan Certified Pre-Owned,Automatic,2017,Nissan,Sentra S,,
1GKFK16318R140498,Accident reported,SUV,Previous owners,4WD,8 Cyl 5.3 L,White,Flexible-Fuel,Gray,"KENVIL, NJ ","190,839",At least 1 open recall,Personal vehicle,"8,995.00",Service history records,Automatic,2008,GMC,Yukon,XL 1500,SLT
1FTYR14UX8PA75531,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,RWD,6 Cyl 3.0 L,Beige,Gasoline,Gray,"Edison, NJ ","131,260",Previous owners,Service history records,"3,995.00",At least 1 open recall,Automatic,2008,Ford,Ranger XL,,
1J4GL48K87W703625,Accident reported,SUV,Previous owners,4WD,6 Cyl 3.7 L,Gray,Gasoline,Gray,"Bronx, NY ","125,605",Service history records,Last owned in New York,"4,500.00",Personal vehicle,Automatic,2007,Jeep,Liberty Sport,,
5NPE24AF0FH168419,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Silver,Gasoline,Gray,"Wayne, NJ ","16,048",CARFAX 1-Owner vehicle,Service history records,"13,100.00",Hyundai Certified Pre-Owned,Automatic,2015,Hyundai,Sonata SE,,
3N1AB7AP5FL690961,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Gray,Gasoline,Black,"PATCHOGUE, NY ","32,383",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,168.00",Service history records,Automatic,2015,Nissan,Sentra SV,,
3N1AB7AP6HY347937,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Hawthorne, NJ ","1,271",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,895.00",Service history records,Automatic,2017,Nissan,Sentra SV,,
5NPEB4AC2CH469002,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Blue,Gasoline,Gray,"Monmouth Junction, NJ ","38,426",CARFAX 1-Owner vehicle,Service history records,"10,102.00",At least 1 open recall,Automatic,2012,Hyundai,Sonata GLS,,
1FADP3K20FL310594,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Red,Gasoline,Black,"Netcong, NJ ","31,778",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,500.00",Regular oil changes,Automatic,2015,Ford,Focus SE,,
5XYKUDA66DG406811,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.4 L,Silver,Gasoline,Tan,"Haskell, NJ ","88,672",Previous owners,"Types of owners: Personal, Lease","12,994.00",Service history records,Automatic,2013,Kia,Sorento EX,,
1VWAT7A38FC081069,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Tan,"Bridgewater, NJ ","46,619",CARFAX 1-Owner vehicle,Service history records,"12,495.00",VW WorldAuto Certified Pre-Owned,Automatic,2015,Volkswagen,Passat Limited,Edition,
JF1GPAA62DH818703,Accident reported: airbag deployed,Wagon,Previous owners,AWD,4 Cyl 2.0 L,Gray,Gasoline,Black,"Wall Township, NJ ","57,330",Service history records,Last owned in New Jersey,"9,995.00",Personal lease vehicle,Automatic,2013,Subaru,Impreza 2.0i,,
KMHDH4AE8CU474332,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Silver,Gasoline,Black,"Danbury, CT ","81,500",CARFAX 1-Owner vehicle,Personal vehicle,"8,991.00",Service history records,Automatic,2012,Hyundai,Elantra Limited,Edition,
5TDKK3DC2ES459608,No accidents reported to CARFAX,Minivan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Gray,Gasoline,Tan,"Elizabethport, NJ ","136,209",CARFAX 1-Owner vehicle,Service history records,"12,995.00",At least 1 open recall,Automatic,2014,Toyota,Sienna LE,,
4S3BL626267208739,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,White,Gasoline,Tan,"Bayside, NY ","77,911",CARFAX 1-Owner vehicle,Personal vehicle,"6,995.00",Service history record,Automatic,2006,Subaru,Legacy 2.5i,Limited,
3N1BC1CP5AL381852,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Blue,Gasoline,Black,"Port Chester, NY ","58,237",CARFAX 1-Owner vehicle,Service history records,"6,500.00",At least 1 open recall,Automatic,2010,Nissan,Versa S,,
1FMCU9HX4DUA35190,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,4 Cyl 1.6 L,Silver,Gasoline,Gray,"Long Island City, NY ","31,450",At least 1 open recall,Detailed records available,"14,994.00",Service history records,Automatic,2013,Ford,Escape SEL,,
WBAPK7C5XBA970764,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,6 Cyl 3.0 L,Gray,Gasoline,Black,"East Rutherford, NJ ","57,345",CARFAX 1-Owner vehicle,Service history records,"12,877.00",At least 1 open recall,Automatic,2011,BMW,3,Series 328i,xDrive
JTEHF21A320076461,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.0 L,Blue,Gasoline,Tan,"Bayside, NY ","145,356",CARFAX 1-Owner vehicle,Service history records,"5,995.00",At least 1 open recall,Automatic,2002,Toyota,Highlander ,,
1GYFC66808R235825,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,RWD,8 Cyl 6.2 L,Black,Gasoline,Black,"Hillside, NJ ","213,439",Previous owners,Service history record,"7,900.00",At least 1 open recall,Automatic,2008,Cadillac,Escalade ESV,,
2HNYD2H6XBH527953,Accident reported,SUV,Other damage reported,AWD,6 Cyl 3.7 L,Gray,Gasoline,Brown,"Hawthorne, NJ ","88,161",Previous owners,Personal vehicle,"14,995.00",Service history records,Automatic,2011,Acura,MDX Technology,,
1D4RE4GG8BC688692,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.6 L,Silver,Gasoline,Black,"Richmond Hill, NY ","104,422",Previous owners,Service history records,"12,980.00",At least 1 open recall,Automatic,2011,Dodge,Durango Crew,,
1GCDT198958213092,Accident reported,Pickup,Previous owners,4WD,4 Cyl 2.8 L,Black,Gasoline,Unspecified,"Hasbrouck Heights, NJ ","164,465",Service history records,Last owned in Virginia,"4,499.00",Personal vehicle,Automatic,2005,Chevrolet,Colorado ,,
1N6AA06B45N557754,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,4WD,8 Cyl 5.6 L,Red,Gasoline,Tan,"Hamburg, NJ ","62,622",Previous owners,Commercial vehicle,"10,977.00",Service history records,Automatic,2005,Nissan,Titan SE,,
1FADP3F28EL400259,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Gasoline,Black,"Jersey City, NJ ","60,490",Previous owners,"Types of owners: Rental, Personal","7,999.00",Service history records,Automatic,2014,Ford,Focus SE,,
1FMZU73W74UB47446,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,8 Cyl 4.6 L,Green,Gasoline,Tan,"Great Neck, NY ","143,112",CARFAX 1-Owner vehicle,Personal vehicle,"4,177.00",Service history records,Automatic,2004,Ford,Explorer XLT,,
JTHBJ46G572087344,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Gray,Gasoline,Unspecified,"Whippany, NJ ","36,737",CARFAX 1-Owner vehicle,Personal vehicle,"11,000.00",Service history records,Automatic,2007,Lexus,ES 350,,
WBA3C3G52ENS71933,No accidents reported to CARFAX,Sedan,Other damage reported,AWD,4 Cyl 2.0 L,Black,Gasoline,Black,"Richmond Hill, NY ","60,370",Previous owners,"Types of owners: Personal lease, Personal","12,980.00",Service history records,Automatic,2014,BMW,3,Series 320i,xDrive
4T1BF1FK1FU968739,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Gray,Gasoline,Black,"New Rochelle, NY ","90,413",Previous owners,"Types of owners: Rental, Taxi","11,915.00",Service history records,Automatic,2015,Toyota,Camry SE,,
JM1GJ1V65E1147446,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Gray,Gasoline,Black,"White Plains, NY ","33,503",CARFAX 1-Owner vehicle,Personal vehicle,"13,822.00",Service history records,Automatic,2014,Mazda,Mazda6 i,Touring,
2HNYD18641H511546,No accidents reported to CARFAX,SUV,Other damage reported,AWD,6 Cyl 3.5 L,Black,Gasoline,Black,"Long Island City, NY ","113,651",Previous owners,Personal vehicle,"4,991.00",Service history records,Automatic,2001,Acura,MDX Touring,,
WMWSU3C51DT681308,No accidents reported to CARFAX,Hatchback,Other damage reported,FWD,4 Cyl 1.6 L,Green,Gasoline,Black,"Riverdale, NJ ","65,549",Previous owners,"Types of owners: Personal lease, Personal","9,790.00",Service history records,Automatic,2013,Mini,Cooper ,,
1VWBP7A36DC147026,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,5 Cyl 2.5 L,Gray,Gasoline,Tan,"Great Neck, NY ","52,737",Previous owners,"Types of owners: Corporate fleet, Lease","10,695.00",Service history records,Automatic,2013,Volkswagen,Passat SE,,
WMWXM5C57F3A59626,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,3 Cyl 1.5 L,Black,Gasoline,Black,"Morristown, NJ ","47,763",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,497.00",Service history records,Automatic,2015,Mini,Cooper ,,
JTKJF5C75D3059406,Accident reported,Hatchback,Previous owners,FWD,4 Cyl 2.5 L,White,Gasoline,Black,"Jersey City, NJ ","111,451",Service history records,Last owned in New Jersey,"6,900.00","Types of owners: Personal lease, Personal",Automatic,2013,Scion,tC ,,
1HGFA16816L087796,Accident reported,Sedan,Other damage reported,FWD,4 Cyl 1.8 L,Blue,Gasoline,Gray,"Amityville, NY ","141,901",Previous owners,Personal vehicle,"4,395.00",Service history records,Automatic,2006,Honda,Civic EX,,
2C3CDXBG7EH150134,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,RWD,6 Cyl 3.6 L,Black,Gasoline,Unspecified,"Brooklyn, NY ","54,139",Previous owners,"Types of owners: Rental, Lease","13,599.00",Service history records,Automatic,2014,Dodge,Charger SE,,
JM1BL1UG7C1601286,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Gray,Gasoline,Gray,"Bronx, NY ","88,086",Previous owners,"Types of owners: Rental, Personal","6,000.00",Service history records,Automatic,2012,Mazda,Mazda3 i,Sport,
3N1CE2CP1FL391564,Accident reported,Hatchback,CARFAX 1-Owner vehicle,FWD,4 Cyl 1.6 L,Silver,Gasoline,Black,"Great Neck, NY ","18,128",Nissan Certified Pre-Owned,Rental vehicle,"9,999.00",Service history records,Automatic,2015,Nissan,Versa,Note SV,
3GNFK12318G290071,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,8 Cyl 5.3 L,Blue,Flexible-Fuel,Gray,"Roselle, NJ ","126,157",Previous owners,Service history records,"12,995.00",At least 1 open recall,Automatic,2008,Chevrolet,Avalanche,1500 LS,
2T1BURHE6FC360373,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Silver,Gasoline,Gray,"Blauvelt, NY ","5,913",CARFAX 1-Owner vehicle,Service history records,"14,995.00",Toyota Certified Used Vehicle,Automatic,2015,Toyota,Corolla LE,,
1J4PR4GKXAC125178,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.7 L,Black,Gasoline,Black,"Inwood, NY ","104,365",Previous owners,"Types of owners: Rental, Personal, Personal lease","8,599.00",Service history records,Automatic,2010,Jeep,Grand,Cherokee Laredo,
JM1BM1V72F1249346,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Red,Gasoline,Black,"Wayne, NJ ","27,602",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,400.00",Service history records,Automatic,2015,Mazda,Mazda3 i,Touring,
KMHD35LH3HU376859,Accident reported,Hatchback,CARFAX 1-Owner vehicle,FWD,4 Cyl 2.0 L,Silver,Gasoline,Black,"Long Island City, NY ","1,920",Service history records,Last owned in Massachusetts,"10,888.00",Rental vehicle,Automatic,2017,Hyundai,Elantra GT,,
1LNHM87A35Y607650,Accident reported,Sedan,Previous owners,RWD,8 Cyl 3.9 L,Green,Gasoline,Tan,"Riverdale, NJ ","95,764",Service history records,Last owned in New Jersey,"3,999.00",Personal vehicle,Automatic,2005,Lincoln,LS Sport,,
WDDGF5EB6AR124653,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,RWD,6 Cyl 3.0 L,Gray,Gasoline,Gray,"Colonia, NJ ","85,044",Previous owners,Service history records,"9,895.00",At least 1 open recall,Automatic,2010,Mercedes-Benz,C-Class C,300,Luxury
